0	0.1	0
0	0.2	0
0	0.3	0
0	0.4	0
0	0.5	0
0	0.6	0
0	0.7	0
0	0.8	0
0	0.9	0
0	1.0	0
0.20	0.1	0
0.20	0.2	0
0.20	0.3	0
0.20	0.4	0
0.20	0.5	0
0.20	0.6	0
0.20	0.7	0
0.20	0.8	0
0.20	0.9	0
0.20	1.0	0
0.40	0.1	0
0.40	0.2	0
0.40	0.3	0
0.40	0.4	0
0.40	0.5	0
0.40	0.6	0
0.40	0.7	0
0.40	0.8	0
0.40	0.9	0
0.40	1.0	0
0.60	0.1	2
0.60	0.2	2
0.60	0.3	2
0.60	0.4	2
0.60	0.5	2
0.60	0.6	0
0.60	0.7	0
0.60	0.8	0
0.60	0.9	0
0.60	1.0	0
0.80	0.1	2
0.80	0.2	2
0.80	0.3	2
0.80	0.4	2
0.80	0.5	2
0.80	0.6	2
0.80	0.7	2
0.80	0.8	2
0.80	0.9	0
0.80	1.0	0
1.00 	0.8	2
1.00 	0.9	2
1.00 	1.0	2
1.00 	1.1	1
1.00 	1.2	1
2.00	1.0	2
2.00	1.2	2
2.00	1.4	2
2.00	1.6	2
2.00	1.8	2
2.00	2.0	2
2.00	2.1	2
2.00	2.2	1
3.00	2.0	2
3.00	2.2	2
3.00	2.4	2
3.00	2.6	2
3.00	2.8	2
3.00	3.0	2
3.00	3.1	2
3.00	3.2	1
3.00	3.4	1
