0.01	0.1	0
0.01	0.2	0
0.01	0.3	0
0.01	0.4	1
0.01	0.5	1
0.01	0.6	1
0.01	0.7	1
0.01	0.8	1
0.01	0.9	1
0.01	1.0	1
0.02	0.1	0
0.02	0.2	0
0.02	0.3	0
0.02	0.4	1
0.02	0.5	1
0.02	0.6	1
0.02	0.7	1
0.02	0.8	1
0.02	0.9	1
0.02	1.0	1
0.04	0.1	0
0.04	0.2	0
0.04	0.3	0
0.04	0.4	0
0.04	0.5	1
0.04	0.6	1
0.04	0.7	1
0.04	0.8	1
0.04	0.9	1
0.04	1.0	1
0.06	0.1	0
0.06	0.2	0
0.06	0.3	0
0.06	0.4	0
0.06	0.5	1
0.06	0.6	1
0.06	0.7	1
0.06	0.8	1
0.06	0.9	1
0.06	1.0	1
0.08	0.1	0
0.08	0.2	0
0.08	0.3	0
0.08	0.4	0
0.08	0.5	0
0.08	0.6	1
0.08	0.7	1
0.08	0.8	1
0.08	0.9	1
0.08	1.0	1
0.10	0.1	0
0.10	0.2	0
0.10	0.3	0
0.10	0.4	0
0.10	0.5	0
0.10	0.6	1
0.10	0.7	1
0.10	0.8	1
0.10	0.9	1
0.10	1.0	1
0.20	0.1	0
0.20	0.2	0
0.20	0.3	0
0.20	0.4	0
0.20	0.5	0
0.20	0.6	0
0.20	0.7	0
0.20	0.8	0
0.20	0.9	0
0.20	1.0	1
0.40	0.1	0
0.40	0.2	0
0.40	0.3	0
0.40	0.4	0
0.40	0.5	0
0.40	0.6	0
0.40	0.7	0
0.40	0.8	0
0.40	0.9	0
0.40	1.0	1
0.40	1.2	1
0.40	1.4	1
0.40	1.6	1
0.40	1.8	1
0.40	2.0	1
0.40	2.2	1
0.40	2.4	1
0.40	2.6	1
0.40	2.8	1
0.40	3.0	1
0.60	0.1	0
0.60	0.2	0
0.60	0.3	0
0.60	0.4	0
0.60	0.5	0
0.60	0.6	0
0.60	0.7	0
0.60	0.8	0
0.60	0.9	0
0.60	1.0	0
0.60	1.2	0
0.60	1.4	1
0.60	1.6	1
0.60	1.8	1
0.60	2.0	1
0.60	2.2	1
0.60	2.4	1
0.60	2.6	1
0.60	2.8	1
0.60	3.0	1
0.80	0.1	0
0.80	0.2	0
0.80	0.3	0
0.80	0.4	0
0.80	0.5	0
0.80	0.6	0
0.80	0.7	0
0.80	0.8	0
0.80	0.9	0
0.80	1.0	0
0.80	1.2	0
0.80	1.4	0
0.80	1.6	1
0.80	1.8	1
0.80	2.0	1
0.80	2.2	1
0.80	2.4	1
0.80	2.6	1
0.80	2.8	1
0.80	3.0	1
1.00	0.1	0
1.00	0.2	0
1.00	0.3	0
1.00	0.4	0
1.00	0.5	0
1.00	0.6	0
1.00	0.7	0
1.00	0.8	0
1.00	0.9	0
1.00	1.0	0
1.00	1.2	0
1.00	1.4	0
1.00	1.6	0
1.00	1.8	0
1.00	2.0	1
1.00	2.2	1
1.00	2.4	1
1.00	2.6	1
1.00	2.8	1
1.00	3.0	1
1.40	0.1	0
1.40	0.2	0
1.40	0.3	0
1.40	0.4	0
1.40	0.5	0
1.40	0.6	0
1.40	0.7	0
1.40	0.8	0
1.40	0.9	0
1.40	1.0	0
1.40	1.2	0
1.40	1.4	0
1.40	1.6	0
1.40	1.8	0
1.40	2.0	0
1.40	2.2	0
1.40	2.4	0
1.40	2.6	0
1.40	2.8	0
1.40	3.0	1
1.40	3.5	1
1.40	4.0	1
1.40	4.5	1
1.40	5.0	1
1.40	6.0	1
1.40	7.0	1
1.40	8.0	1
1.40	9.0	1
1.40	10.0	1
1.80	0.1	0
1.80	0.2	0
1.80	0.3	0
1.80	0.4	0
1.80	0.5	0
1.80	0.6	0
1.80	0.7	0
1.80	0.8	0
1.80	0.9	0
1.80	1.0	0
1.80	1.2	0
1.80	1.4	0
1.80	1.6	0
1.80	1.8	0
1.80	2.0	0
1.80	2.2	0
1.80	2.4	0
1.80	2.6	0
1.80	2.8	0
1.80	3.0	0
1.80	3.5	0
1.80	4.0	1
1.80	4.5	1
1.80	5.0	1
1.80	6.0	1
1.80	7.0	1
1.80	8.0	1
1.80	9.0	1
1.80	10.0	1
2.20	0.1	0
2.20	0.2	0
2.20	0.3	0
2.20	0.4	0
2.20	0.5	0
2.20	0.6	0
2.20	0.7	0
2.20	0.8	0
2.20	0.9	0
2.20	1.0	0
2.20	1.2	0
2.20	1.4	0
2.20	1.6	0
2.20	1.8	0
2.20	2.0	0
2.20	2.2	0
2.20	2.4	0
2.20	2.6	0
2.20	2.8	0
2.20	3.0	0
2.60	0.1	0
2.60	0.2	0
2.60	0.3	0
2.60	0.4	0
2.60	0.5	0
2.60	0.6	0
2.60	0.7	0
2.60	0.8	0
2.60	0.9	0
2.60	1.0	0
2.60	1.2	0
2.60	1.4	0
2.60	1.6	0
2.60	1.8	0
2.60	2.0	0
2.60	2.2	0
2.60	2.4	0
2.60	2.6	0
2.60	2.8	0
2.60	3.0	0
3.00	0.1	0
3.00	0.2	0
3.00	0.3	0
3.00	0.4	0
3.00	0.5	0
3.00	0.6	0
3.00	0.7	0
3.00	0.8	0
3.00	0.9	0
3.00	1.0	0
3.00	1.2	0
3.00	1.4	0
3.00	1.6	0
3.00	1.8	0
3.00	2.0	0
3.00	2.2	0
3.00	2.4	0
3.00	2.6	0
3.00	2.8	0
3.00	3.0	0
